"Pays";"YEAR";"GEO_RESIDENCE_Niv2";"GEO_NAISSANCE_Niv2";"GEO_RESIDENCE_Niv1";"GEO_NAISSANCE_Niv1";"POP_Total_IPUMS";"SEXE_Hom_IPUMS";"SEXE_Fem_IPUMS";"AGE_0014_IPUMS";"AGE_1529_IPUMS";"AGE_3044_IPUMS";"AGE_4559_IPUMS";"AGE_6074_IPUMS";"AGE_75pl_IPUMS";"COD_RESIDENCE_Niv2";"COD_NAISSANCE_Niv2";"COD_NAISSANCE_Niv1";"COD_RESIDENCE_Niv1"
"Benin";2002;"Banikorara";"Banikorara";"Alibori";"Alibori";142080;69120;72960;77070;32550;17370;7450;4890;2750;"BJ0101";"BJ0101";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Gogounou";"Alibori";"Alibori";60;20;40;30;30;0;0;0;0;"BJ0101";"BJ0102";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Kandi";"Alibori";"Alibori";380;110;270;100;130;110;40;0;0;"BJ0101";"BJ0103";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Karimama";"Alibori";"Alibori";60;40;20;30;10;20;0;0;0;"BJ0101";"BJ0104";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Malanville";"Alibori";"Alibori";40;40;0;20;20;0;0;0;0;"BJ0101";"BJ0105";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Segbana";"Alibori";"Alibori";20;10;10;0;10;0;10;0;0;"BJ0101";"BJ0106";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Alibori department, unknown commune";"Alibori";"Alibori";100;30;70;80;10;10;0;0;0;"BJ0101";"BJ01";"BJ01";"BJ01"
"Benin";2002;"Banikorara";"Boukoumbe";"Alibori";"Atacora";10;0;10;0;10;0;0;0;0;"BJ0101";"BJ0201";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Cobly";"Alibori";"Atacora";60;30;30;20;30;0;10;0;0;"BJ0101";"BJ0203";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Kerou";"Alibori";"Atacora";340;140;200;110;130;20;40;30;10;"BJ0101";"BJ0202";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Kouande";"Alibori";"Atacora";190;80;110;90;40;20;30;10;0;"BJ0101";"BJ0204";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Natitingou";"Alibori";"Atacora";230;120;110;90;100;40;0;0;0;"BJ0101";"BJ0206";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Penhunco";"Alibori";"Atacora";70;0;70;30;20;10;10;0;0;"BJ0101";"BJ0207";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Taqnguiete";"Alibori";"Atacora";10;10;0;0;10;0;0;0;0;"BJ0101";"BJ0208";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Toucountouna";"Alibori";"Atacora";40;30;10;0;10;20;10;0;0;"BJ0101";"BJ0209";"BJ02";"BJ01"
"Benin";2002;"Banikorara";"Abomey-Calavi";"Alibori";"Atlantique";50;10;40;20;0;30;0;0;0;"BJ0101";"BJ0301";"BJ03";"BJ01"
"Benin";2002;"Banikorara";"Ouidah";"Alibori";"Atlantique";40;10;30;20;10;10;0;0;0;"BJ0101";"BJ0304";"BJ03";"BJ01"
"Benin";2002;"Banikorara";"Tori-Bossito";"Alibori";"Atlantique";30;20;10;30;0;0;0;0;0;"BJ0101";"BJ0307";"BJ03";"BJ01"
"Benin";2002;"Banikorara";"Bembereke";"Alibori";"Borgou";90;70;20;30;40;20;0;0;0;"BJ0101";"BJ0401";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Kalale";"Alibori";"Borgou";70;40;30;60;10;0;0;0;0;"BJ0101";"BJ0402";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"N'Dali";"Alibori";"Borgou";120;50;70;30;70;10;0;10;0;"BJ0101";"BJ0403";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Nikki";"Alibori";"Borgou";40;10;30;0;30;0;10;0;0;"BJ0101";"BJ0404";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Parakou";"Alibori";"Borgou";440;230;210;190;150;70;20;0;10;"BJ0101";"BJ0405";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Perere";"Alibori";"Borgou";10;10;0;10;0;0;0;0;0;"BJ0101";"BJ0406";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Sinende";"Alibori";"Borgou";30;20;10;0;20;10;0;0;0;"BJ0101";"BJ0407";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Tchaourou";"Alibori";"Borgou";10;10;0;0;10;0;0;0;0;"BJ0101";"BJ0408";"BJ04";"BJ01"
"Benin";2002;"Banikorara";"Bante";"Alibori";"Collines";30;30;0;0;10;20;0;0;0;"BJ0101";"BJ0501";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Dassa-Zoume";"Alibori";"Collines";50;40;10;10;20;20;0;0;0;"BJ0101";"BJ0502";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Glazoue";"Alibori";"Collines";90;50;40;50;30;10;0;0;0;"BJ0101";"BJ0503";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Ouesse";"Alibori";"Collines";80;30;50;30;30;20;0;0;0;"BJ0101";"BJ0504";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Savalou";"Alibori";"Collines";90;50;40;70;10;10;0;0;0;"BJ0101";"BJ0505";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Save";"Alibori";"Collines";160;70;90;60;30;70;0;0;0;"BJ0101";"BJ0506";"BJ05";"BJ01"
"Benin";2002;"Banikorara";"Dogbo";"Alibori";"Couffo";20;0;20;10;0;10;0;0;0;"BJ0101";"BJ0603";"BJ06";"BJ01"
"Benin";2002;"Banikorara";"Lalo";"Alibori";"Couffo";10;10;0;10;0;0;0;0;0;"BJ0101";"BJ0605";"BJ06";"BJ01"
"Benin";2002;"Banikorara";"Bassila";"Alibori";"Donga";10;0;10;0;10;0;0;0;0;"BJ0101";"BJ0701";"BJ07";"BJ01"
"Benin";2002;"Banikorara";"Djougou";"Alibori";"Donga";620;310;310;260;160;130;30;30;10;"BJ0101";"BJ0702";"BJ07";"BJ01"
"Benin";2002;"Banikorara";"Ouake";"Alibori";"Donga";30;20;10;30;0;0;0;0;0;"BJ0101";"BJ0704";"BJ07";"BJ01"
"Benin";2002;"Banikorara";"Contonou";"Alibori";"Littoral";110;80;30;20;70;20;0;0;0;"BJ0101";"BJ0800";"BJ08";"BJ01"
"Benin";2002;"Banikorara";"Come";"Alibori";"Mono";20;20;0;10;0;0;10;0;0;"BJ0101";"BJ0903";"BJ09";"BJ01"
"Benin";2002;"Banikorara";"Crand-Popo";"Alibori";"Mono";10;10;0;0;0;10;0;0;0;"BJ0101";"BJ0904";"BJ09";"BJ01"
"Benin";2002;"Banikorara";"Houeyogbe";"Alibori";"Mono";20;20;0;0;20;0;0;0;0;"BJ0101";"BJ0905";"BJ09";"BJ01"
"Benin";2002;"Banikorara";"Adjarra";"Alibori";"Oueme";10;10;0;0;0;10;0;0;0;"BJ0101";"BJ1001";"BJ10";"BJ01"
"Benin";2002;"Banikorara";"Avrankou";"Alibori";"Oueme";30;20;10;10;0;20;0;0;0;"BJ0101";"BJ1005";"BJ10";"BJ01"
"Benin";2002;"Banikorara";"Port-Novo";"Alibori";"Oueme";40;30;10;10;10;20;0;0;0;"BJ0101";"BJ1008";"BJ10";"BJ01"
"Benin";2002;"Banikorara";"Seme-Kpodji";"Alibori";"Oueme";10;0;10;10;0;0;0;0;0;"BJ0101";"BJ1009";"BJ10";"BJ01"
"Benin";2002;"Banikorara";"Ketou";"Alibori";"Plateau";10;10;0;0;0;10;0;0;0;"BJ0101";"BJ1103";"BJ11";"BJ01"
"Benin";2002;"Banikorara";"Abomey";"Alibori";"Zou";90;40;50;30;10;30;20;0;0;"BJ0101";"BJ1201";"BJ12";"BJ01"
"Benin";2002;"Banikorara";"Bohicon";"Alibori";"Zou";70;30;40;20;10;30;0;10;0;"BJ0101";"BJ1203";"BJ12";"BJ01"
"Benin";2002;"Banikorara";"Cove";"Alibori";"Zou";40;10;30;10;10;10;10;0;0;"BJ0101";"BJ1204";"BJ12";"BJ01"
"Benin";2002;"Banikorara";"Zogbodomey";"Alibori";"Zou";20;0;20;10;10;0;0;0;0;"BJ0101";"BJ1209";"BJ12";"BJ01"
"Benin";2002;"Banikorara";"Zou department, unknown commune";"Alibori";"Zou";10;10;0;0;0;0;10;0;0;"BJ0101";"BJ12";"BJ12";"BJ01"
"Benin";2002;"Banikorara";"Born Abroad";"Alibori";NA;4550;2910;1640;1260;1690;1120;260;170;50;"BJ0101";"Foreign";"Fore";"BJ01"
"Benin";2002;"Banikorara";"Unknown";"Alibori";NA;2800;1470;1330;2000;460;220;80;20;20;"BJ0101";"Unknown";"Unkn";"BJ01"
"Benin";2002;"Gogounou";"Banikorara";"Alibori";"Alibori";280;180;100;130;20;110;10;0;10;"BJ0102";"BJ0101";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Gogounou";"Alibori";"Alibori";72410;35340;37070;40450;16290;8780;3860;2150;880;"BJ0102";"BJ0102";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Tchaourou";"Alibori";"Borgou";160;80;80;60;30;50;20;0;0;"BJ0102";"BJ0408";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Bante";"Alibori";"Collines";70;20;50;10;40;20;0;0;0;"BJ0102";"BJ0501";"BJ05";"BJ01"
"Benin";2002;"Gogounou";"Dassa-Zoume";"Alibori";"Collines";80;40;40;10;40;20;10;0;0;"BJ0102";"BJ0502";"BJ05";"BJ01"
"Benin";2002;"Gogounou";"Glazoue";"Alibori";"Collines";10;10;0;10;0;0;0;0;0;"BJ0102";"BJ0503";"BJ05";"BJ01"
"Benin";2002;"Gogounou";"Savalou";"Alibori";"Collines";50;20;30;10;20;20;0;0;0;"BJ0102";"BJ0505";"BJ05";"BJ01"
"Benin";2002;"Gogounou";"Save";"Alibori";"Collines";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ0506";"BJ05";"BJ01"
"Benin";2002;"Gogounou";"Aplahoue";"Alibori";"Couffo";40;20;20;0;10;20;10;0;0;"BJ0102";"BJ0601";"BJ06";"BJ01"
"Benin";2002;"Gogounou";"Toviklin";"Alibori";"Couffo";10;0;10;10;0;0;0;0;0;"BJ0102";"BJ0606";"BJ06";"BJ01"
"Benin";2002;"Gogounou";"Couffo department, unknown commune";"Alibori";"Couffo";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ06";"BJ06";"BJ01"
"Benin";2002;"Gogounou";"Bassila";"Alibori";"Donga";90;30;60;50;10;30;0;0;0;"BJ0102";"BJ0701";"BJ07";"BJ01"
"Benin";2002;"Gogounou";"Copargo";"Alibori";"Donga";60;10;50;0;40;20;0;0;0;"BJ0102";"BJ0703";"BJ07";"BJ01"
"Benin";2002;"Gogounou";"Djougou";"Alibori";"Donga";60;20;40;10;20;20;10;0;0;"BJ0102";"BJ0702";"BJ07";"BJ01"
"Benin";2002;"Gogounou";"Ouake";"Alibori";"Donga";10;10;0;0;0;10;0;0;0;"BJ0102";"BJ0704";"BJ07";"BJ01"
"Benin";2002;"Gogounou";"Contonou";"Alibori";"Littoral";150;100;50;80;60;10;0;0;0;"BJ0102";"BJ0800";"BJ08";"BJ01"
"Benin";2002;"Gogounou";"Bopa";"Alibori";"Mono";30;10;20;20;0;10;0;0;0;"BJ0102";"BJ0902";"BJ09";"BJ01"
"Benin";2002;"Gogounou";"Come";"Alibori";"Mono";10;10;0;0;0;10;0;0;0;"BJ0102";"BJ0903";"BJ09";"BJ01"
"Benin";2002;"Gogounou";"Houeyogbe";"Alibori";"Mono";20;0;20;0;10;10;0;0;0;"BJ0102";"BJ0905";"BJ09";"BJ01"
"Benin";2002;"Gogounou";"Kandi";"Alibori";"Alibori";1410;640;770;300;420;360;160;120;50;"BJ0102";"BJ0103";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Karimama";"Alibori";"Alibori";20;10;10;0;0;0;20;0;0;"BJ0102";"BJ0104";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Malanville";"Alibori";"Alibori";100;80;20;60;10;20;10;0;0;"BJ0102";"BJ0105";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Segbana";"Alibori";"Alibori";70;10;60;30;10;20;0;10;0;"BJ0102";"BJ0106";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Alibori department, unknown commune";"Alibori";"Alibori";10;10;0;10;0;0;0;0;0;"BJ0102";"BJ01";"BJ01";"BJ01"
"Benin";2002;"Gogounou";"Cobly";"Alibori";"Atacora";10;0;10;10;0;0;0;0;0;"BJ0102";"BJ0203";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Kerou";"Alibori";"Atacora";60;30;30;0;40;10;10;0;0;"BJ0102";"BJ0202";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Materi";"Alibori";"Atacora";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ0205";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Natitingou";"Alibori";"Atacora";80;60;20;30;20;20;10;0;0;"BJ0102";"BJ0206";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Penhunco";"Alibori";"Atacora";20;20;0;0;10;0;10;0;0;"BJ0102";"BJ0207";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Toucountouna";"Alibori";"Atacora";10;0;10;0;0;10;0;0;0;"BJ0102";"BJ0209";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Atacora department, unknown commune";"Alibori";"Atacora";40;30;10;20;10;0;10;0;0;"BJ0102";"BJ02";"BJ02";"BJ01"
"Benin";2002;"Gogounou";"Abomey-Calavi";"Alibori";"Atlantique";10;0;10;0;0;10;0;0;0;"BJ0102";"BJ0301";"BJ03";"BJ01"
"Benin";2002;"Gogounou";"Allada";"Alibori";"Atlantique";50;30;20;20;30;0;0;0;0;"BJ0102";"BJ0302";"BJ03";"BJ01"
"Benin";2002;"Gogounou";"Kpomasse";"Alibori";"Atlantique";40;10;30;20;10;10;0;0;0;"BJ0102";"BJ0303";"BJ03";"BJ01"
"Benin";2002;"Gogounou";"Toffo";"Alibori";"Atlantique";40;20;20;20;20;0;0;0;0;"BJ0102";"BJ0306";"BJ03";"BJ01"
"Benin";2002;"Gogounou";"Bembereke";"Alibori";"Borgou";520;190;330;190;210;70;20;10;20;"BJ0102";"BJ0401";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Kalale";"Alibori";"Borgou";60;10;50;50;0;0;10;0;0;"BJ0102";"BJ0402";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"N'Dali";"Alibori";"Borgou";170;100;70;110;50;10;0;0;0;"BJ0102";"BJ0403";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Nikki";"Alibori";"Borgou";100;30;70;60;10;10;10;10;0;"BJ0102";"BJ0404";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Parakou";"Alibori";"Borgou";210;80;130;100;40;50;20;0;0;"BJ0102";"BJ0405";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Perere";"Alibori";"Borgou";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ0406";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Sinende";"Alibori";"Borgou";190;70;120;50;80;20;30;10;0;"BJ0102";"BJ0407";"BJ04";"BJ01"
"Benin";2002;"Gogounou";"Bohicon";"Alibori";"Zou";10;0;10;0;10;0;0;0;0;"BJ0102";"BJ1203";"BJ12";"BJ01"
"Benin";2002;"Gogounou";"Cove";"Alibori";"Zou";50;10;40;40;10;0;0;0;0;"BJ0102";"BJ1204";"BJ12";"BJ01"
"Benin";2002;"Gogounou";"Za-Kpota";"Alibori";"Zou";20;0;20;10;10;0;0;0;0;"BJ0102";"BJ1207";"BJ12";"BJ01"
"Benin";2002;"Gogounou";"Zogbodomey";"Alibori";"Zou";20;0;20;0;10;10;0;0;0;"BJ0102";"BJ1209";"BJ12";"BJ01"
"Benin";2002;"Gogounou";"Zou department, unknown commune";"Alibori";"Zou";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ12";"BJ12";"BJ01"
"Benin";2002;"Gogounou";"Born Abroad";"Alibori";NA;1510;990;520;260;700;360;90;50;50;"BJ0102";"Foreign";"Fore";"BJ01"
"Benin";2002;"Gogounou";"Unknown";"Alibori";NA;850;370;480;490;160;120;50;20;10;"BJ0102";"Unknown";"Unkn";"BJ01"
"Benin";2002;"Gogounou";"Port-Novo";"Alibori";"Oueme";50;10;40;20;20;10;0;0;0;"BJ0102";"BJ1008";"BJ10";"BJ01"
"Benin";2002;"Gogounou";"Lokossa";"Alibori";"Mono";10;0;10;0;0;10;0;0;0;"BJ0102";"BJ0906";"BJ09";"BJ01"
"Benin";2002;"Gogounou";"Mono department, unknown commune";"Alibori";"Mono";20;0;20;10;10;0;0;0;0;"BJ0102";"BJ09";"BJ09";"BJ01"
"Benin";2002;"Gogounou";"Abjohoun";"Alibori";"Oueme";10;10;0;0;10;0;0;0;0;"BJ0102";"BJ1002";"BJ10";"BJ01"
"Benin";2002;"Gogounou";"Abomey";"Alibori";"Zou";80;50;30;30;20;10;20;0;0;"BJ0102";"BJ1201";"BJ12";"BJ01"
"Benin";2002;"Kandi";"Banikorara";"Alibori";"Alibori";400;210;190;130;60;90;70;40;10;"BJ0103";"BJ0101";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Gogounou";"Alibori";"Alibori";120;60;60;50;10;10;30;10;10;"BJ0103";"BJ0102";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Kandi";"Alibori";"Alibori";89330;43560;45770;47150;21320;11710;5030;2810;1310;"BJ0103";"BJ0103";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Karimama";"Alibori";"Alibori";240;120;120;110;70;50;0;10;0;"BJ0103";"BJ0104";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Malanville";"Alibori";"Alibori";240;170;70;30;120;60;20;10;0;"BJ0103";"BJ0105";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Segbana";"Alibori";"Alibori";200;100;100;50;120;20;10;0;0;"BJ0103";"BJ0106";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Alibori department, unknown commune";"Alibori";"Alibori";10;10;0;0;0;0;0;0;10;"BJ0103";"BJ01";"BJ01";"BJ01"
"Benin";2002;"Kandi";"Boukoumbe";"Alibori";"Atacora";20;10;10;0;0;20;0;0;0;"BJ0103";"BJ0201";"BJ02";"BJ01"
"Benin";2002;"Kandi";"Kerou";"Alibori";"Atacora";30;20;10;10;0;20;0;0;0;"BJ0103";"BJ0202";"BJ02";"BJ01"
"Benin";2002;"Kandi";"Kouande";"Alibori";"Atacora";40;20;20;0;20;10;10;0;0;"BJ0103";"BJ0204";"BJ02";"BJ01"
"Benin";2002;"Kandi";"Natitingou";"Alibori";"Atacora";70;20;50;10;30;30;0;0;0;"BJ0103";"BJ0206";"BJ02";"BJ01"
"Benin";2002;"Kandi";"Taqnguiete";"Alibori";"Atacora";140;20;120;30;70;40;0;0;0;"BJ0103";"BJ0208";"BJ02";"BJ01"
"Benin";2002;"Kandi";"Abomey-Calavi";"Alibori";"Atlantique";20;10;10;20;0;0;0;0;0;"BJ0103";"BJ0301";"BJ03";"BJ01"
"Benin";2002;"Kandi";"Allada";"Alibori";"Atlantique";50;30;20;10;10;10;10;10;0;"BJ0103";"BJ0302";"BJ03";"BJ01"
"Benin";2002;"Kandi";"Kpomasse";"Alibori";"Atlantique";20;10;10;10;10;0;0;0;0;"BJ0103";"BJ0303";"BJ03";"BJ01"
"Benin";2002;"Kandi";"Ouidah";"Alibori";"Atlantique";110;50;60;0;50;40;20;0;0;"BJ0103";"BJ0304";"BJ03";"BJ01"
"Benin";2002;"Kandi";"Bembereke";"Alibori";"Borgou";130;80;50;70;30;20;10;0;0;"BJ0103";"BJ0401";"BJ04";"BJ01"
"Benin";2002;"Kandi";"N'Dali";"Alibori";"Borgou";40;10;30;10;20;10;0;0;0;"BJ0103";"BJ0403";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Nikki";"Alibori";"Borgou";110;40;70;10;60;20;10;10;0;"BJ0103";"BJ0404";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Parakou";"Alibori";"Borgou";440;240;200;210;140;60;30;0;0;"BJ0103";"BJ0405";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Perere";"Alibori";"Borgou";10;0;10;0;10;0;0;0;0;"BJ0103";"BJ0406";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Sinende";"Alibori";"Borgou";90;50;40;60;10;10;10;0;0;"BJ0103";"BJ0407";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Tchaourou";"Alibori";"Borgou";50;20;30;0;40;10;0;0;0;"BJ0103";"BJ0408";"BJ04";"BJ01"
"Benin";2002;"Kandi";"Bante";"Alibori";"Collines";10;0;10;0;10;0;0;0;0;"BJ0103";"BJ0501";"BJ05";"BJ01"
"Benin";2002;"Kandi";"Dassa-Zoume";"Alibori";"Collines";50;30;20;0;30;20;0;0;0;"BJ0103";"BJ0502";"BJ05";"BJ01"
"Benin";2002;"Kandi";"Ouesse";"Alibori";"Collines";70;30;40;40;10;20;0;0;0;"BJ0103";"BJ0504";"BJ05";"BJ01"
"Benin";2002;"Kandi";"Savalou";"Alibori";"Collines";80;50;30;20;10;30;20;0;0;"BJ0103";"BJ0505";"BJ05";"BJ01"
"Benin";2002;"Kandi";"Save";"Alibori";"Collines";60;40;20;0;20;30;10;0;0;"BJ0103";"BJ0506";"BJ05";"BJ01"
"Benin";2002;"Kandi";"Dogbo";"Alibori";"Couffo";40;30;10;20;0;20;0;0;0;"BJ0103";"BJ0603";"BJ06";"BJ01"
"Benin";2002;"Kandi";"Bassila";"Alibori";"Donga";100;40;60;20;40;20;20;0;0;"BJ0103";"BJ0701";"BJ07";"BJ01"
"Benin";2002;"Kandi";"Djougou";"Alibori";"Donga";150;50;100;90;20;10;20;10;0;"BJ0103";"BJ0702";"BJ07";"BJ01"
"Benin";2002;"Kandi";"Ouake";"Alibori";"Donga";10;0;10;0;10;0;0;0;0;"BJ0103";"BJ0704";"BJ07";"BJ01"
"Benin";2002;"Kandi";"Contonou";"Alibori";"Littoral";320;150;170;160;120;30;10;0;0;"BJ0103";"BJ0800";"BJ08";"BJ01"
"Benin";2002;"Kandi";"Athieme";"Alibori";"Mono";10;10;0;0;0;10;0;0;0;"BJ0103";"BJ0901";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Bopa";"Alibori";"Mono";10;0;10;0;0;0;0;0;10;"BJ0103";"BJ0902";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Come";"Alibori";"Mono";40;10;30;10;20;0;10;0;0;"BJ0103";"BJ0903";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Crand-Popo";"Alibori";"Mono";40;20;20;30;0;0;10;0;0;"BJ0103";"BJ0904";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Houeyogbe";"Alibori";"Mono";30;0;30;20;0;10;0;0;0;"BJ0103";"BJ0905";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Lokossa";"Alibori";"Mono";50;30;20;20;10;20;0;0;0;"BJ0103";"BJ0906";"BJ09";"BJ01"
"Benin";2002;"Kandi";"Abjohoun";"Alibori";"Oueme";10;10;0;0;0;10;0;0;0;"BJ0103";"BJ1002";"BJ10";"BJ01"
"Benin";2002;"Kandi";"Avrankou";"Alibori";"Oueme";20;20;0;0;10;10;0;0;0;"BJ0103";"BJ1005";"BJ10";"BJ01"
"Benin";2002;"Kandi";"Bonou";"Alibori";"Oueme";20;10;10;0;10;0;10;0;0;"BJ0103";"BJ1006";"BJ10";"BJ01"
"Benin";2002;"Kandi";"Port-Novo";"Alibori";"Oueme";100;30;70;30;0;50;0;10;10;"BJ0103";"BJ1008";"BJ10";"BJ01"
"Benin";2002;"Kandi";"Seme-Kpodji";"Alibori";"Oueme";40;20;20;30;0;10;0;0;0;"BJ0103";"BJ1009";"BJ10";"BJ01"
"Benin";2002;"Kandi";"Sakete";"Alibori";"Plateau";20;0;20;0;0;0;10;10;0;"BJ0103";"BJ1105";"BJ11";"BJ01"
"Benin";2002;"Kandi";"Abomey";"Alibori";"Zou";320;160;160;90;140;60;30;0;0;"BJ0103";"BJ1201";"BJ12";"BJ01"
"Benin";2002;"Kandi";"Cove";"Alibori";"Zou";20;0;20;10;0;10;0;0;0;"BJ0103";"BJ1204";"BJ12";"BJ01"
"Benin";2002;"Kandi";"Zogbodomey";"Alibori";"Zou";10;0;10;10;0;0;0;0;0;"BJ0103";"BJ1209";"BJ12";"BJ01"
"Benin";2002;"Kandi";"Born Abroad";"Alibori";NA;2980;1800;1180;580;1240;720;280;130;30;"BJ0103";"Foreign";"Fore";"BJ01"
"Benin";2002;"Kandi";"Unknown";"Alibori";NA;770;370;400;460;190;60;60;0;0;"BJ0103";"Unknown";"Unkn";"BJ01"
"Benin";2002;"Karimama";"Banikorara";"Alibori";"Alibori";50;30;20;20;30;0;0;0;0;"BJ0104";"BJ0101";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Gogounou";"Alibori";"Alibori";90;70;20;40;30;20;0;0;0;"BJ0104";"BJ0102";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Karimama";"Alibori";"Alibori";37850;19430;18420;20310;9090;4730;2190;1200;330;"BJ0104";"BJ0104";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Malanville";"Alibori";"Alibori";110;50;60;40;20;40;10;0;0;"BJ0104";"BJ0105";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Segbana";"Alibori";"Alibori";40;30;10;40;0;0;0;0;0;"BJ0104";"BJ0106";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Kandi";"Alibori";"Alibori";20;10;10;0;10;10;0;0;0;"BJ0104";"BJ0103";"BJ01";"BJ01"
"Benin";2002;"Karimama";"Glazoue";"Alibori";"Collines";40;30;10;20;10;10;0;0;0;"BJ0104";"BJ0503";"BJ05";"BJ01"
"Benin";2002;"Karimama";"Ouesse";"Alibori";"Collines";10;0;10;0;0;10;0;0;0;"BJ0104";"BJ0504";"BJ05";"BJ01"
"Benin";2002;"Karimama";"Save";"Alibori";"Collines";30;20;10;0;10;20;0;0;0;"BJ0104";"BJ0506";"BJ05";"BJ01"
"Benin";2002;"Karimama";"Djougou";"Alibori";"Donga";10;0;10;10;0;0;0;0;0;"BJ0104";"BJ0702";"BJ07";"BJ01"
"Benin";2002;"Karimama";"Contonou";"Alibori";"Littoral";10;0;10;10;0;0;0;0;0;"BJ0104";"BJ0800";"BJ08";"BJ01"
"Benin";2002;"Karimama";"Abjohoun";"Alibori";"Oueme";30;20;10;10;0;10;10;0;0;"BJ0104";"BJ1002";"BJ10";"BJ01"
"Benin";2002;"Karimama";"Port-Novo";"Alibori";"Oueme";40;10;30;30;0;10;0;0;0;"BJ0104";"BJ1008";"BJ10";"BJ01"
"Benin";2002;"Karimama";"Sakete";"Alibori";"Plateau";10;10;0;0;0;10;0;0;0;"BJ0104";"BJ1105";"BJ11";"BJ01"
"Benin";2002;"Karimama";"Boukoumbe";"Alibori";"Atacora";10;10;0;0;0;0;10;0;0;"BJ0104";"BJ0201";"BJ02";"BJ01"
"Benin";2002;"Karimama";"Kouande";"Alibori";"Atacora";10;0;10;0;0;10;0;0;0;"BJ0104";"BJ0204";"BJ02";"BJ01"
"Benin";2002;"Karimama";"Bembereke";"Alibori";"Borgou";30;20;10;0;10;20;0;0;0;"BJ0104";"BJ0401";"BJ04";"BJ01"
